"DATES" "FL474090005.Q" "FL473013003.Q" "FL473020005.Q" "FL473030005.Q" "FL472050000.Q" "FL474004005.Q" "FL473069103.Q" "FL473061105.Q" "FL473061705.Q" "FL473063003.Q" "FL473069503.Q" "FL473065105.Q" "FL473066000.Q" "FL473064203.Q" "FL473090005.Q" "FL474190005.Q" "FL473139000.Q" "FL473127003.Q" "FL473131005.Q" "FL473135003.Q" "FL473169333.Q" "FL473193005.Q"
"200602" 703663 0 40208 19390 6760 615614 645 7748 88780 25541 26567 235899 230434 2025 19666 638900 612800 82728 467875 62197 16308 9792
"200603" 709234 0 40291 17955 6132 618934 1180 7833 79398 25123 26988 243943 234469 2036 23886 643100 613700 74871 474886 63943 16796 12604
"200604" 716150 0 44381 16995 5130 622652 958 7431 72534 30629 26833 249735 234532 2080 24912 648700 620600 72610 482962 65028 18885 9215
"200701" 740375 0 59429 16446 10248 629200 1582 6998 72414 36606 26552 252768 232280 2191 22861 672000 645300 76145 501082 68073 16249 10451
"200702" 747063 0 52321 16911 6857 641030 1732 7254 73010 35934 27097 263051 232952 1904 28040 677600 650400 74146 506553 69701 18897 8303
"200703" 749278 0 42809 16446 5765 652564 1043 8555 70869 36197 27867 271113 236920 1920 29774 679000 647100 70534 505732 70834 28373 3527
"200704" 758654 0 43310 16962 2547 657903 426 10418 68408 34551 26879 281521 235700 2054 35878 688200 652300 73710 508717 69873 32300 3600
"200801" 792829 601 60480 22727 3233 665011 2739 9561 73530 32881 26168 289985 230147 2426 38351 721200 685100 78787 531816 74497 28500 7600
"200802" 803218 660 47922 25800 1236 684744 745 10231 80771 32297 28596 301021 231083 2392 40464 732400 693800 77012 541151 75637 35400 3200
"200803" 800005 1568 36130 25310 -3411 697025 0 9903 82384 29738 29900 309006 236094 2026 41357 729100 683700 74523 539317 69860 43500 1900
"200804" 812441 4664 37615 28328 -2291 697855 0 8847 82854 25654 29606 314694 236200 2032 44238 742700 697400 75319 551730 70351 40600 4700
"200901" 855368 24471 36869 34015 -526 698649 0 8283 91855 17611 31369 316250 233281 1769 60121 792200 741200 80791 582156 78253 30300 20700
"200902" 868593 22175 32315 35693 94 716977 0 12442 100666 17969 32225 319025 234650 1785 59554 801500 752200 80485 590948 80767 28500 20800
"200903" 872011 15573 37349 36491 101 725855 0 13028 105162 17865 31849 317689 240262 1547 55095 803900 754800 79254 590462 85084 28300 20800
"200904" 882713 22805 39052 37812 139 730956 0 14158 110751 18647 32307 317908 237185 1323 50626 815300 769400 86942 655125 27333 26500 19400
"201001" 895662 35018 37237 41040 88 737250 0 15877 123484 18489 31288 320114 227998 1560 43469 827200 790400 88525 673719 28156 25400 11400
"201002" 901850 26700 39859 42614 113 750197 0 17245 133571 18381 32536 322643 225821 1562 40805 832000 795000 88245 678400 28355 25000 12000
"201003" 906854 35208 36796 41835 0 751840 0 19557 138544 11539 30857 326440 224903 1560 39615 836100 797400 86917 681073 29410 25200 13500
